"id_studente" "tipo_laurea_triennale" "voto_lt" "voto_lm" "numero_appelli" "score" "appello" "domanda"
22 "mat CA" "110L" "110L" 1 NA "20170219" "4"
23 "stat padova" "110L" "100" 2 NA "20170219" "4"
24 "stat padova" "110L" "110" 1 NA "20170219" "4"
25 "stat bicocca" "110L" "96" 2 NA "20170219" "4"
26 "stat padova" "" "" NA NA "20170219" "4"
27 "stat padova" "" "" NA NA "20170219" "4"
28 "stat padova" "" "" NA NA "20170219" "4"
29 "stat padova" "107" "105" 3 NA "20170219" "4"
30 "stat padova" "94" "102" 1 NA "20170219" "4"
31 "stat padova" "102" "92" 3 NA "20170219" "4"
32 "stat padova" "106" "101" 2 NA "20170219" "4"
33 "stat padova" "110L" "110L" 2 NA "20170219" "4"
34 "stat NA" "110L" "106" 3 NA "20170219" "4"
35 "stat padova" "90" "91" 2 NA "20170219" "4"
36 "stat FI" "96" "93" 2 NA "20170219" "4"
37 "stat padova" "84" "" 3 NA "20170219" "4"
38 "mat CA" "106" "97" 1 NA "20170219" "4"
39 "stat padova" "105" "" 1 NA "20170219" "4"
40 "stat padova" "88" "91" 6 1 "20170219" "4"
41 "stat NA" "110L" "110L" 1 NA "20170219" "4"
42 "stat bicocca" "110L" "110L" 2 NA "20170219" "4"
43 "stat padova" "104" "93" 7 NA "20170219" "4"
44 "stat padova" "104" "99" 2 NA "20170219" "4"
45 "stat padova" "93" "" NA NA "20170219" "4"
46 "stat padova" "102" "103" 5 NA "20170219" "4"
47 "sociologia" "102" "110L" 2 NA "20170219" "4"
48 "stat padova" "106" "103" 2 NA "20170219" "4"
49 "stat padova" "110L" "102" 2 NA "20170219" "4"
50 "stat padova" "86" "96" 4 NA "20170219" "4"
51 "stat GE" "110L" "100" 1 NA "20170219" "4"
52 "stat padova" "107" "110L" 4 NA "20170219" "4"
53 "stat padova" "90" "94" 4 NA "20170219" "4"
54 "stat padova" "107" "110L" NA NA "20170219" "4"
55 "stat padova" "96" "92" 2 NA "20170219" "4"
56 "stat padova" "96" "94" 1 NA "20170219" "4"
57 "stat padova" "104" "100" 2 NA "20170219" "4"
58 "stat padova" "97" "93" 4 NA "20170219" "4"
59 "stat padova" "88" "92" 3 NA "20170219" "4"
60 "stat GE" "110" "99" 6 NA "20170219" "4"
61 "stat GE" "90" "84" 1 NA "20170219" "4"
62 "stat padova" "103" "92" 3 NA "20170219" "4"
63 "mat PD" "108" "110L" 1 NA "20170219" "4"
64 "stat padova" "" "" 4 NA "20170219" "4"
65 "stat padova" "110L" "102" 1 NA "20170219" "4"
66 "stat padova" "" "" NA NA "20170219" "4"
67 "stat padova" "" "" NA NA "20170219" "4"
68 "stat GE" "110" "104" 2 NA "20170219" "4"
69 "stat padova" "110L" "110L" 3 NA "20170219" "4"
70 "stat padova" "102" "96" 1 NA "20170219" "4"
71 "stat padova" "110L" "110L" 1 NA "20170219" "4"
72 "stat padova" "84" "98" 2 NA "20170219" "4"
73 "stat padova" "93" "" NA NA "20170219" "4"
74 "stat padova" "92" "91" 4 NA "20170219" "4"
75 "stat padova" "84" "" 2 NA "20170219" "4"
76 "stat padova" "110L" "110" NA NA "20170219" "4"
77 "stat padova" "102" "100" NA NA "20170219" "4"
78 "stat padova" "" "" NA NA "20170219" "4"
79 "stat BA" "102" "93" 1 NA "20170219" "4"
80 "stat BN" "110L" "110L" 1 NA "20170219" "4"
81 "stat padova" "108" "100" 1 NA "20170219" "4"
82 "stat padova" "110L" "100L" NA NA "20170219" "4"
83 "stat padova" "105" "105" NA NA "20170219" "4"
84 "stat padova" "97" "92" 2 NA "20170219" "4"
85 "stat Bicocca" "110L" "110L" 2 NA "20170219" "4"
86 "mat GE" "101" "97" 4 NA "20170219" "4"
87 "stat GE" "108" "100" 1 NA "20170219" "4"
88 "mat GE" "110L" "110L" 2 NA "20170219" "4"
89 "mat GE" "110" "107" 1 NA "20170219" "4"
90 "stat padova" "" "" NA NA "20170219" "4"
91 "stat padova" "103" "103" 2 NA "20170219" "4"
92 "stat padova" "" "" NA NA "20170219" "4"
93 "stat padova" "95" "91" 1 NA "20170219" "4"
94 "stat padova" "107" "107" 2 NA "20170219" "4"
95 "mat GE" "97" "100" 3 NA "20170219" "4"
96 "stat padova" "95" "107" 3 NA "20170219" "4"
97 "stat GE" "110L" "103" 2 NA "20170219" "4"
98 "stat padova" "91" "85" 4 NA "20170219" "4"
99 "stat padova" "93" "93" 2 NA "20170219" "4"
100 "stat GE" "107" "96" 1 NA "20170219" "4"
101 "econ azien BA" "102" "86" 3 3 "20170219" "4"
102 "stat padova" "107" "107" 1 NA "20170219" "4"
103 "stat padova" "110L" "105" 2 NA "20170219" "4"
104 "stat padova" "92" "98" 1 NA "20170219" "4"
105 "stat padova" "" "" NA NA "20170219" "4"
106 "stat padova" "" "" NA NA "20170219" "4"
107 "stat padova" "" "" NA NA "20170219" "4"
108 "stat padova" "110L" "110L" 1 NA "20170219" "4"
109 "stat BA" "110L" "92" 4 NA "20170219" "4"
110 "stat padova" "94" "96" 7 NA "20170219" "4"
111 "stat padova" "101" "" NA NA "20170219" "4"
1 "stat padova" "91" "95" 1 NA "20170219" "5"
2 "stat padova" "" "" 1 NA "20170219" "5"
3 "stat padova" "103" "103" 3 NA "20170219" "5"
4 "stat padova" "" "" NA NA "20170219" "5"
5 "stat padova" "110L" "110" 2 NA "20170219" "5"
6 "Econ. e manag. TN" "98" "101" 1 NA "20170219" "5"
7 "stat padova" "110L" "99" 1 NA "20170219" "5"
8 "stat padova" "110L" "110L" 1 NA "20170219" "5"
9 "stat padova" "98" "100" 3 NA "20170219" "5"
10 "stat padova" "106" "108" 2 NA "20170219" "5"
11 "stat VE" "110L" "110" 1 NA "20170219" "5"
12 "stat padova" "" "" NA NA "20170219" "5"
13 "stat padova" "110L" "110L" 3 NA "20170219" "5"
14 "stat padova" "108" "110L" 3 NA "20170219" "5"
15 "stat padova" "" "" NA NA "20170219" "5"
16 "stat padova" "105" "92" 1 NA "20170219" "5"
17 "stat bicocca" "104" "110L" 2 NA "20170219" "5"
18 "stat padova" "109" "97" 1 NA "20170219" "5"
19 "stat padova" "90" "84" 5 NA "20170219" "5"
20 "mat TN" "90" "102" 2 NA "20170219" "5"
21 "stat padova" "103" "110L" 3 NA "20170219" "5"
22 "mat CA" "110L" "110L" 1 NA "20170219" "5"
23 "stat padova" "110L" "100" 2 NA "20170219" "5"
24 "stat padova" "110L" "110" 1 NA "20170219" "5"
25 "stat bicocca" "110L" "96" 2 NA "20170219" "5"
26 "stat padova" "" "" NA NA "20170219" "5"
27 "stat padova" "" "" NA NA "20170219" "5"
28 "stat padova" "" "" NA NA "20170219" "5"
29 "stat padova" "107" "105" 3 NA "20170219" "5"
30 "stat padova" "94" "102" 1 NA "20170219" "5"
31 "stat padova" "102" "92" 3 NA "20170219" "5"
32 "stat padova" "106" "101" 2 NA "20170219" "5"
33 "stat padova" "110L" "110L" 2 NA "20170219" "5"
34 "stat NA" "110L" "106" 3 NA "20170219" "5"
35 "stat padova" "90" "91" 2 NA "20170219" "5"
36 "stat FI" "96" "93" 2 NA "20170219" "5"
37 "stat padova" "84" "" 3 NA "20170219" "5"
38 "mat CA" "106" "97" 1 NA "20170219" "5"
39 "stat padova" "105" "" 1 NA "20170219" "5"
40 "stat padova" "88" "91" 6 1 "20170219" "5"
41 "stat NA" "110L" "110L" 1 NA "20170219" "5"
42 "stat bicocca" "110L" "110L" 2 NA "20170219" "5"
43 "stat padova" "104" "93" 7 NA "20170219" "5"
44 "stat padova" "104" "99" 2 NA "20170219" "5"
45 "stat padova" "93" "" NA NA "20170219" "5"
46 "stat padova" "102" "103" 5 NA "20170219" "5"
47 "sociologia" "102" "110L" 2 NA "20170219" "5"
48 "stat padova" "106" "103" 2 NA "20170219" "5"
49 "stat padova" "110L" "102" 2 NA "20170219" "5"
50 "stat padova" "86" "96" 4 NA "20170219" "5"
51 "stat GE" "110L" "100" 1 NA "20170219" "5"
52 "stat padova" "107" "110L" 4 NA "20170219" "5"
53 "stat padova" "90" "94" 4 NA "20170219" "5"
54 "stat padova" "107" "110L" NA NA "20170219" "5"
55 "stat padova" "96" "92" 2 NA "20170219" "5"
56 "stat padova" "96" "94" 1 NA "20170219" "5"
57 "stat padova" "104" "100" 2 NA "20170219" "5"
58 "stat padova" "97" "93" 4 NA "20170219" "5"
59 "stat padova" "88" "92" 3 NA "20170219" "5"
60 "stat GE" "110" "99" 6 NA "20170219" "5"
61 "stat GE" "90" "84" 1 NA "20170219" "5"
62 "stat padova" "103" "92" 3 NA "20170219" "5"
63 "mat PD" "108" "110L" 1 NA "20170219" "5"
64 "stat padova" "" "" 4 NA "20170219" "5"
65 "stat padova" "110L" "102" 1 NA "20170219" "5"
66 "stat padova" "" "" NA NA "20170219" "5"
67 "stat padova" "" "" NA NA "20170219" "5"
68 "stat GE" "110" "104" 2 NA "20170219" "5"
69 "stat padova" "110L" "110L" 3 NA "20170219" "5"
70 "stat padova" "102" "96" 1 NA "20170219" "5"
71 "stat padova" "110L" "110L" 1 NA "20170219" "5"
72 "stat padova" "84" "98" 2 NA "20170219" "5"
73 "stat padova" "93" "" NA NA "20170219" "5"
74 "stat padova" "92" "91" 4 NA "20170219" "5"
75 "stat padova" "84" "" 2 NA "20170219" "5"
76 "stat padova" "110L" "110" NA NA "20170219" "5"
77 "stat padova" "102" "100" NA NA "20170219" "5"
78 "stat padova" "" "" NA NA "20170219" "5"
79 "stat BA" "102" "93" 1 NA "20170219" "5"
80 "stat BN" "110L" "110L" 1 NA "20170219" "5"
81 "stat padova" "108" "100" 1 NA "20170219" "5"
82 "stat padova" "110L" "100L" NA NA "20170219" "5"
83 "stat padova" "105" "105" NA NA "20170219" "5"
84 "stat padova" "97" "92" 2 NA "20170219" "5"
85 "stat Bicocca" "110L" "110L" 2 NA "20170219" "5"
86 "mat GE" "101" "97" 4 NA "20170219" "5"
87 "stat GE" "108" "100" 1 NA "20170219" "5"
88 "mat GE" "110L" "110L" 2 NA "20170219" "5"
89 "mat GE" "110" "107" 1 NA "20170219" "5"
90 "stat padova" "" "" NA NA "20170219" "5"
91 "stat padova" "103" "103" 2 NA "20170219" "5"
92 "stat padova" "" "" NA NA "20170219" "5"
93 "stat padova" "95" "91" 1 NA "20170219" "5"
94 "stat padova" "107" "107" 2 NA "20170219" "5"
95 "mat GE" "97" "100" 3 NA "20170219" "5"
96 "stat padova" "95" "107" 3 NA "20170219" "5"
97 "stat GE" "110L" "103" 2 NA "20170219" "5"
98 "stat padova" "91" "85" 4 NA "20170219" "5"
99 "stat padova" "93" "93" 2 NA "20170219" "5"
100 "stat GE" "107" "96" 1 NA "20170219" "5"
101 "econ azien BA" "102" "86" 3 2 "20170219" "5"
102 "stat padova" "107" "107" 1 NA "20170219" "5"
103 "stat padova" "110L" "105" 2 NA "20170219" "5"
104 "stat padova" "92" "98" 1 NA "20170219" "5"
105 "stat padova" "" "" NA NA "20170219" "5"
106 "stat padova" "" "" NA NA "20170219" "5"
107 "stat padova" "" "" NA NA "20170219" "5"
108 "stat padova" "110L" "110L" 1 NA "20170219" "5"
109 "stat BA" "110L" "92" 4 NA "20170219" "5"
110 "stat padova" "94" "96" 7 NA "20170219" "5"
111 "stat padova" "101" "" NA NA "20170219" "5"
1 "stat padova" "91" "95" 1 NA "20170219" "6"
2 "stat padova" "" "" 1 NA "20170219" "6"
3 "stat padova" "103" "103" 3 NA "20170219" "6"
4 "stat padova" "" "" NA NA "20170219" "6"
5 "stat padova" "110L" "110" 2 NA "20170219" "6"
6 "Econ. e manag. TN" "98" "101" 1 NA "20170219" "6"
7 "stat padova" "110L" "99" 1 NA "20170219" "6"
8 "stat padova" "110L" "110L" 1 NA "20170219" "6"
9 "stat padova" "98" "100" 3 NA "20170219" "6"
10 "stat padova" "106" "108" 2 NA "20170219" "6"
11 "stat VE" "110L" "110" 1 NA "20170219" "6"
12 "stat padova" "" "" NA NA "20170219" "6"
13 "stat padova" "110L" "110L" 3 NA "20170219" "6"
14 "stat padova" "108" "110L" 3 NA "20170219" "6"
15 "stat padova" "" "" NA NA "20170219" "6"
16 "stat padova" "105" "92" 1 NA "20170219" "6"
17 "stat bicocca" "104" "110L" 2 NA "20170219" "6"
18 "stat padova" "109" "97" 1 NA "20170219" "6"
19 "stat padova" "90" "84" 5 NA "20170219" "6"
20 "mat TN" "90" "102" 2 NA "20170219" "6"
21 "stat padova" "103" "110L" 3 NA "20170219" "6"
22 "mat CA" "110L" "110L" 1 NA "20170219" "6"
23 "stat padova" "110L" "100" 2 NA "20170219" "6"
24 "stat padova" "110L" "110" 1 NA "20170219" "6"
25 "stat bicocca" "110L" "96" 2 NA "20170219" "6"
26 "stat padova" "" "" NA NA "20170219" "6"
27 "stat padova" "" "" NA NA "20170219" "6"
28 "stat padova" "" "" NA NA "20170219" "6"
29 "stat padova" "107" "105" 3 NA "20170219" "6"
30 "stat padova" "94" "102" 1 NA "20170219" "6"
31 "stat padova" "102" "92" 3 NA "20170219" "6"
32 "stat padova" "106" "101" 2 NA "20170219" "6"
33 "stat padova" "110L" "110L" 2 NA "20170219" "6"
34 "stat NA" "110L" "106" 3 NA "20170219" "6"
35 "stat padova" "90" "91" 2 NA "20170219" "6"
36 "stat FI" "96" "93" 2 NA "20170219" "6"
37 "stat padova" "84" "" 3 NA "20170219" "6"
38 "mat CA" "106" "97" 1 NA "20170219" "6"
39 "stat padova" "105" "" 1 NA "20170219" "6"
40 "stat padova" "88" "91" 6 7 "20170219" "6"
41 "stat NA" "110L" "110L" 1 NA "20170219" "6"
42 "stat bicocca" "110L" "110L" 2 NA "20170219" "6"
43 "stat padova" "104" "93" 7 NA "20170219" "6"
44 "stat padova" "104" "99" 2 NA "20170219" "6"
45 "stat padova" "93" "" NA NA "20170219" "6"
46 "stat padova" "102" "103" 5 NA "20170219" "6"
47 "sociologia" "102" "110L" 2 NA "20170219" "6"
48 "stat padova" "106" "103" 2 NA "20170219" "6"
49 "stat padova" "110L" "102" 2 NA "20170219" "6"
50 "stat padova" "86" "96" 4 NA "20170219" "6"
51 "stat GE" "110L" "100" 1 NA "20170219" "6"
52 "stat padova" "107" "110L" 4 NA "20170219" "6"
53 "stat padova" "90" "94" 4 NA "20170219" "6"
54 "stat padova" "107" "110L" NA NA "20170219" "6"
55 "stat padova" "96" "92" 2 NA "20170219" "6"
56 "stat padova" "96" "94" 1 NA "20170219" "6"
57 "stat padova" "104" "100" 2 NA "20170219" "6"
58 "stat padova" "97" "93" 4 NA "20170219" "6"
59 "stat padova" "88" "92" 3 NA "20170219" "6"
60 "stat GE" "110" "99" 6 NA "20170219" "6"
61 "stat GE" "90" "84" 1 NA "20170219" "6"
62 "stat padova" "103" "92" 3 NA "20170219" "6"
63 "mat PD" "108" "110L" 1 NA "20170219" "6"
64 "stat padova" "" "" 4 NA "20170219" "6"
65 "stat padova" "110L" "102" 1 NA "20170219" "6"
66 "stat padova" "" "" NA NA "20170219" "6"
67 "stat padova" "" "" NA NA "20170219" "6"
68 "stat GE" "110" "104" 2 NA "20170219" "6"
69 "stat padova" "110L" "110L" 3 NA "20170219" "6"
70 "stat padova" "102" "96" 1 NA "20170219" "6"
71 "stat padova" "110L" "110L" 1 NA "20170219" "6"
72 "stat padova" "84" "98" 2 NA "20170219" "6"
73 "stat padova" "93" "" NA NA "20170219" "6"
74 "stat padova" "92" "91" 4 NA "20170219" "6"
75 "stat padova" "84" "" 2 NA "20170219" "6"
76 "stat padova" "110L" "110" NA NA "20170219" "6"
77 "stat padova" "102" "100" NA NA "20170219" "6"
78 "stat padova" "" "" NA NA "20170219" "6"
79 "stat BA" "102" "93" 1 NA "20170219" "6"
80 "stat BN" "110L" "110L" 1 NA "20170219" "6"
81 "stat padova" "108" "100" 1 NA "20170219" "6"
82 "stat padova" "110L" "100L" NA NA "20170219" "6"
83 "stat padova" "105" "105" NA NA "20170219" "6"
84 "stat padova" "97" "92" 2 NA "20170219" "6"
85 "stat Bicocca" "110L" "110L" 2 NA "20170219" "6"
86 "mat GE" "101" "97" 4 NA "20170219" "6"
87 "stat GE" "108" "100" 1 NA "20170219" "6"
88 "mat GE" "110L" "110L" 2 NA "20170219" "6"
89 "mat GE" "110" "107" 1 NA "20170219" "6"
90 "stat padova" "" "" NA NA "20170219" "6"
91 "stat padova" "103" "103" 2 NA "20170219" "6"
92 "stat padova" "" "" NA NA "20170219" "6"
93 "stat padova" "95" "91" 1 NA "20170219" "6"
94 "stat padova" "107" "107" 2 NA "20170219" "6"
95 "mat GE" "97" "100" 3 NA "20170219" "6"
96 "stat padova" "95" "107" 3 NA "20170219" "6"
97 "stat GE" "110L" "103" 2 NA "20170219" "6"
98 "stat padova" "91" "85" 4 NA "20170219" "6"
99 "stat padova" "93" "93" 2 NA "20170219" "6"
100 "stat GE" "107" "96" 1 NA "20170219" "6"
101 "econ azien BA" "102" "86" 3 5 "20170219" "6"
102 "stat padova" "107" "107" 1 NA "20170219" "6"
103 "stat padova" "110L" "105" 2 NA "20170219" "6"
104 "stat padova" "92" "98" 1 NA "20170219" "6"
105 "stat padova" "" "" NA NA "20170219" "6"
106 "stat padova" "" "" NA NA "20170219" "6"
107 "stat padova" "" "" NA NA "20170219" "6"
108 "stat padova" "110L" "110L" 1 NA "20170219" "6"
109 "stat BA" "110L" "92" 4 NA "20170219" "6"
110 "stat padova" "94" "96" 7 NA "20170219" "6"
111 "stat padova" "101" "" NA NA "20170219" "6"
1 "stat padova" "91" "95" 1 NA "20180123" "2"
2 "stat padova" "" "" 1 NA "20180123" "2"
3 "stat padova" "103" "103" 3 NA "20180123" "2"
4 "stat padova" "" "" NA NA "20180123" "2"
5 "stat padova" "110L" "110" 2 NA "20180123" "2"
6 "Econ. e manag. TN" "98" "101" 1 NA "20180123" "2"
7 "stat padova" "110L" "99" 1 NA "20180123" "2"
8 "stat padova" "110L" "110L" 1 NA "20180123" "2"
9 "stat padova" "98" "100" 3 NA "20180123" "2"
10 "stat padova" "106" "108" 2 NA "20180123" "2"
11 "stat VE" "110L" "110" 1 NA "20180123" "2"
12 "stat padova" "" "" NA NA "20180123" "2"
13 "stat padova" "110L" "110L" 3 NA "20180123" "2"
14 "stat padova" "108" "110L" 3 NA "20180123" "2"
15 "stat padova" "" "" NA NA "20180123" "2"
16 "stat padova" "105" "92" 1 NA "20180123" "2"
17 "stat bicocca" "104" "110L" 2 NA "20180123" "2"
18 "stat padova" "109" "97" 1 NA "20180123" "2"
19 "stat padova" "90" "84" 5 NA "20180123" "2"
20 "mat TN" "90" "102" 2 0 "20180123" "2"
21 "stat padova" "103" "110L" 3 NA "20180123" "2"
22 "mat CA" "110L" "110L" 1 NA "20180123" "2"
23 "stat padova" "110L" "100" 2 NA "20180123" "2"
24 "stat padova" "110L" "110" 1 NA "20180123" "2"
25 "stat bicocca" "110L" "96" 2 NA "20180123" "2"
26 "stat padova" "" "" NA NA "20180123" "2"
27 "stat padova" "" "" NA NA "20180123" "2"
28 "stat padova" "" "" NA NA "20180123" "2"
29 "stat padova" "107" "105" 3 NA "20180123" "2"
30 "stat padova" "94" "102" 1 NA "20180123" "2"
31 "stat padova" "102" "92" 3 NA "20180123" "2"
32 "stat padova" "106" "101" 2 NA "20180123" "2"
33 "stat padova" "110L" "110L" 2 NA "20180123" "2"
34 "stat NA" "110L" "106" 3 NA "20180123" "2"
35 "stat padova" "90" "91" 2 NA "20180123" "2"
36 "stat FI" "96" "93" 2 NA "20180123" "2"
37 "stat padova" "84" "" 3 NA "20180123" "2"
38 "mat CA" "106" "97" 1 NA "20180123" "2"
39 "stat padova" "105" "" 1 NA "20180123" "2"
40 "stat padova" "88" "91" 6 0 "20180123" "2"
41 "stat NA" "110L" "110L" 1 NA "20180123" "2"
42 "stat bicocca" "110L" "110L" 2 NA "20180123" "2"
43 "stat padova" "104" "93" 7 NA "20180123" "2"
44 "stat padova" "104" "99" 2 NA "20180123" "2"
45 "stat padova" "93" "" NA NA "20180123" "2"
46 "stat padova" "102" "103" 5 NA "20180123" "2"
47 "sociologia" "102" "110L" 2 NA "20180123" "2"
48 "stat padova" "106" "103" 2 NA "20180123" "2"
49 "stat padova" "110L" "102" 2 NA "20180123" "2"
50 "stat padova" "86" "96" 4 NA "20180123" "2"
51 "stat GE" "110L" "100" 1 NA "20180123" "2"
52 "stat padova" "107" "110L" 4 NA "20180123" "2"
53 "stat padova" "90" "94" 4 NA "20180123" "2"
54 "stat padova" "107" "110L" NA NA "20180123" "2"
55 "stat padova" "96" "92" 2 NA "20180123" "2"
56 "stat padova" "96" "94" 1 NA "20180123" "2"
57 "stat padova" "104" "100" 2 NA "20180123" "2"
58 "stat padova" "97" "93" 4 NA "20180123" "2"
59 "stat padova" "88" "92" 3 NA "20180123" "2"
60 "stat GE" "110" "99" 6 NA "20180123" "2"
61 "stat GE" "90" "84" 1 NA "20180123" "2"
62 "stat padova" "103" "92" 3 NA "20180123" "2"
63 "mat PD" "108" "110L" 1 NA "20180123" "2"
64 "stat padova" "" "" 4 NA "20180123" "2"
65 "stat padova" "110L" "102" 1 NA "20180123" "2"
66 "stat padova" "" "" NA NA "20180123" "2"
67 "stat padova" "" "" NA NA "20180123" "2"
68 "stat GE" "110" "104" 2 NA "20180123" "2"
69 "stat padova" "110L" "110L" 3 NA "20180123" "2"
70 "stat padova" "102" "96" 1 NA "20180123" "2"
71 "stat padova" "110L" "110L" 1 NA "20180123" "2"
72 "stat padova" "84" "98" 2 NA "20180123" "2"
73 "stat padova" "93" "" NA NA "20180123" "2"
74 "stat padova" "92" "91" 4 NA "20180123" "2"
75 "stat padova" "84" "" 2 NA "20180123" "2"
76 "stat padova" "110L" "110" NA NA "20180123" "2"
77 "stat padova" "102" "100" NA NA "20180123" "2"
78 "stat padova" "" "" NA NA "20180123" "2"
79 "stat BA" "102" "93" 1 NA "20180123" "2"
80 "stat BN" "110L" "110L" 1 NA "20180123" "2"
81 "stat padova" "108" "100" 1 NA "20180123" "2"
82 "stat padova" "110L" "100L" NA NA "20180123" "2"
83 "stat padova" "105" "105" NA NA "20180123" "2"
84 "stat padova" "97" "92" 2 NA "20180123" "2"
85 "stat Bicocca" "110L" "110L" 2 NA "20180123" "2"
86 "mat GE" "101" "97" 4 NA "20180123" "2"
87 "stat GE" "108" "100" 1 NA "20180123" "2"
88 "mat GE" "110L" "110L" 2 NA "20180123" "2"
89 "mat GE" "110" "107" 1 NA "20180123" "2"
90 "stat padova" "" "" NA NA "20180123" "2"
91 "stat padova" "103" "103" 2 NA "20180123" "2"
92 "stat padova" "" "" NA NA "20180123" "2"
93 "stat padova" "95" "91" 1 NA "20180123" "2"
94 "stat padova" "107" "107" 2 NA "20180123" "2"
95 "mat GE" "97" "100" 3 NA "20180123" "2"
96 "stat padova" "95" "107" 3 NA "20180123" "2"
97 "stat GE" "110L" "103" 2 NA "20180123" "2"
98 "stat padova" "91" "85" 4 NA "20180123" "2"
99 "stat padova" "93" "93" 2 NA "20180123" "2"
100 "stat GE" "107" "96" 1 NA "20180123" "2"
101 "econ azien BA" "102" "86" 3 1 "20180123" "2"
102 "stat padova" "107" "107" 1 NA "20180123" "2"
103 "stat padova" "110L" "105" 2 NA "20180123" "2"
104 "stat padova" "92" "98" 1 NA "20180123" "2"
105 "stat padova" "" "" NA NA "20180123" "2"
106 "stat padova" "" "" NA NA "20180123" "2"
107 "stat padova" "" "" NA NA "20180123" "2"
108 "stat padova" "110L" "110L" 1 NA "20180123" "2"
109 "stat BA" "110L" "92" 4 0 "20180123" "2"
110 "stat padova" "94" "96" 7 NA "20180123" "2"
111 "stat padova" "101" "" NA NA "20180123" "2"
1 "stat padova" "91" "95" 1 NA "20180123" "3"
2 "stat padova" "" "" 1 NA "20180123" "3"
3 "stat padova" "103" "103" 3 NA "20180123" "3"
4 "stat padova" "" "" NA NA "20180123" "3"
5 "stat padova" "110L" "110" 2 NA "20180123" "3"
6 "Econ. e manag. TN" "98" "101" 1 NA "20180123" "3"
7 "stat padova" "110L" "99" 1 NA "20180123" "3"
8 "stat padova" "110L" "110L" 1 NA "20180123" "3"
9 "stat padova" "98" "100" 3 NA "20180123" "3"
10 "stat padova" "106" "108" 2 NA "20180123" "3"
11 "stat VE" "110L" "110" 1 NA "20180123" "3"
12 "stat padova" "" "" NA NA "20180123" "3"
13 "stat padova" "110L" "110L" 3 NA "20180123" "3"
14 "stat padova" "108" "110L" 3 NA "20180123" "3"
15 "stat padova" "" "" NA NA "20180123" "3"
16 "stat padova" "105" "92" 1 NA "20180123" "3"
17 "stat bicocca" "104" "110L" 2 NA "20180123" "3"
18 "stat padova" "109" "97" 1 NA "20180123" "3"
19 "stat padova" "90" "84" 5 NA "20180123" "3"
20 "mat TN" "90" "102" 2 2.5 "20180123" "3"
21 "stat padova" "103" "110L" 3 NA "20180123" "3"
22 "mat CA" "110L" "110L" 1 NA "20180123" "3"
23 "stat padova" "110L" "100" 2 NA "20180123" "3"
24 "stat padova" "110L" "110" 1 NA "20180123" "3"
25 "stat bicocca" "110L" "96" 2 NA "20180123" "3"
26 "stat padova" "" "" NA NA "20180123" "3"
27 "stat padova" "" "" NA NA "20180123" "3"
28 "stat padova" "" "" NA NA "20180123" "3"
29 "stat padova" "107" "105" 3 NA "20180123" "3"
30 "stat padova" "94" "102" 1 NA "20180123" "3"
31 "stat padova" "102" "92" 3 NA "20180123" "3"
32 "stat padova" "106" "101" 2 NA "20180123" "3"
33 "stat padova" "110L" "110L" 2 NA "20180123" "3"
34 "stat NA" "110L" "106" 3 NA "20180123" "3"
35 "stat padova" "90" "91" 2 NA "20180123" "3"
36 "stat FI" "96" "93" 2 NA "20180123" "3"
37 "stat padova" "84" "" 3 NA "20180123" "3"
38 "mat CA" "106" "97" 1 NA "20180123" "3"
39 "stat padova" "105" "" 1 NA "20180123" "3"
40 "stat padova" "88" "91" 6 0 "20180123" "3"
41 "stat NA" "110L" "110L" 1 NA "20180123" "3"
42 "stat bicocca" "110L" "110L" 2 NA "20180123" "3"
43 "stat padova" "104" "93" 7 NA "20180123" "3"
44 "stat padova" "104" "99" 2 NA "20180123" "3"
45 "stat padova" "93" "" NA NA "20180123" "3"
46 "stat padova" "102" "103" 5 NA "20180123" "3"
47 "sociologia" "102" "110L" 2 NA "20180123" "3"
48 "stat padova" "106" "103" 2 NA "20180123" "3"
49 "stat padova" "110L" "102" 2 NA "20180123" "3"
50 "stat padova" "86" "96" 4 NA "20180123" "3"
51 "stat GE" "110L" "100" 1 NA "20180123" "3"
52 "stat padova" "107" "110L" 4 NA "20180123" "3"
53 "stat padova" "90" "94" 4 NA "20180123" "3"
54 "stat padova" "107" "110L" NA NA "20180123" "3"
55 "stat padova" "96" "92" 2 NA "20180123" "3"
56 "stat padova" "96" "94" 1 NA "20180123" "3"
57 "stat padova" "104" "100" 2 NA "20180123" "3"
58 "stat padova" "97" "93" 4 NA "20180123" "3"
59 "stat padova" "88" "92" 3 NA "20180123" "3"
60 "stat GE" "110" "99" 6 NA "20180123" "3"
61 "stat GE" "90" "84" 1 NA "20180123" "3"
62 "stat padova" "103" "92" 3 NA "20180123" "3"
63 "mat PD" "108" "110L" 1 NA "20180123" "3"
64 "stat padova" "" "" 4 NA "20180123" "3"
65 "stat padova" "110L" "102" 1 NA "20180123" "3"
66 "stat padova" "" "" NA NA "20180123" "3"
67 "stat padova" "" "" NA NA "20180123" "3"
68 "stat GE" "110" "104" 2 NA "20180123" "3"
69 "stat padova" "110L" "110L" 3 NA "20180123" "3"
70 "stat padova" "102" "96" 1 NA "20180123" "3"
71 "stat padova" "110L" "110L" 1 NA "20180123" "3"
72 "stat padova" "84" "98" 2 NA "20180123" "3"
73 "stat padova" "93" "" NA NA "20180123" "3"
74 "stat padova" "92" "91" 4 NA "20180123" "3"
